CensusTract,State,County,Urban,Pop2010,OHU2010,GroupQuartersFlag,NUMGQTRS,PCTGQTRS,LILATracts_1And10,HUNVFlag,LowIncomeTracts,PovertyRate,MedianFamilyIncome,LA1and10,LATracts1,LATracts10,LAPOP1_10,LALOWI1_10,lapop1,lapop1share,lalowi1,lalowi1share,lakids1,lakids1share,laseniors1,laseniors1share,lawhite1,lawhite1share,lablack1,lablack1share,laasian1,laasian1share,lanhopi1,lanhopi1share,laaian1,laaian1share,laomultir1,laomultir1share,lahisp1,lahisp1share,lahunv1,lahunv1share,lasnap1,lasnap1share,lapop10,lapop10share,lalowi10,lalowi10share,lakids10,lakids10share,laseniors10,laseniors10share,lawhite10,lawhite10share,lablack10,lablack10share,laasian10,laasian10share,lanhopi10,lanhopi10share,laaian10,laaian10share,laomultir10,laomultir10share,lahisp10,lahisp10share,lahunv10,lahunv10share,lasnap10,lasnap10share,TractLOWI,TractKids,TractSeniors,TractWhite,TractBlack,TractAsian,TractNHOPI,TractAIAN,TractOMultir,TractHispanic,TractHUNV,TractSNAP
41005022101,Oregon,Clackamas County,1,6592,2562,0,85,1.29,0,0,0,7.3,83000,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1394,1464,1050,5743,78,160,11,70,530,682,45,366
41005022103,Oregon,Clackamas County,1,5827,2079,0,12,0.21,0,0,0,4.6,102776,0,0,0,7,1,7,0.11,1,0.02,3,0.05,0,0.00,6,0.10,0,0.00,1,0.01,0,0.00,0,0.00,0,0.00,0,0.00,0,0.01,0,0.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,833,1663,456,4377,80,938,26,27,379,359,133,137
41005022105,Oregon,Clackamas County,1,6054,2174,0,28,0.46,0,0,0,6.4,96250,1,1,0,600,63,600,9.91,63,1.04,121,2.00,60,1.00,512,8.46,8,0.13,39,0.65,3,0.05,6,0.11,32,0.52,45,0.75,4,0.19,32,1.47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1584,1484,673,4801,92,708,36,57,360,400,81,298
41005022107,Oregon,Clackamas County,1,3685,1670,0,3,0.08,0,1,0,8.4,74489,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1304,856,322,3004,101,188,18,41,333,437,287,408
41005022108,Oregon,Clackamas County,1,2898,1262,0,39,1.35,1,0,1,18.2,57546,1,1,0,830,244,830,28.65,244,8.43,121,4.17,285,9.82,758,26.15,4,0.14,9,0.31,1,0.04,19,0.65,39,1.36,52,1.81,9,0.71,94,7.44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1372,624,457,2417,34,24,6,63,354,507,92,321
41005022201,Oregon,Clackamas County,1,4779,2230,0,96,2.01,0,0,1,18.9,46944,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2402,970,669,3369,189,224,51,72,874,1338,746,701
41005022205,Oregon,Clackamas County,1,3339,1210,0,4,0.12,0,0,0,6.6,123864,1,1,0,520,63,520,15.56,63,1.89,168,5.04,42,1.26,375,11.23,1,0.03,99,2.96,0,0.00,1,0.02,44,1.33,31,0.92,11,0.94,8,0.66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,511,831,405,2680,28,394,25,12,200,249,54,77
41005022206,Oregon,Clackamas County,1,6412,2361,0,6,0.09,0,0,0,4.2,134492,1,1,0,2551,304,2551,39.78,304,4.74,621,9.69,266,4.14,1958,30.53,29,0.45,393,6.13,3,0.05,23,0.36,145,2.26,119,1.85,17,0.70,37,1.55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,837,1523,735,4768,96,1139,10,34,365,339,79,95
41005022207,Oregon,Clackamas County,1,5095,1634,0,0,0.00,0,0,0,3.9,125606,1,1,0,1851,215,1851,36.33,215,4.22,630,12.36,115,2.26,1417,27.82,22,0.43,333,6.54,4,0.08,9,0.18,65,1.28,47,0.92,2,0.14,24,1.44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,785,1479,395,3998,64,795,7,18,213,196,8,84
41005022208,Oregon,Clackamas County,1,6062,1829,0,14,0.23,0,0,0,2.6,141161,1,1,0,3811,138,3811,62.87,138,2.28,1205,19.89,363,6.00,3171,52.31,51,0.84,428,7.07,3,0.05,16,0.27,141,2.33,116,1.92,9,0.52,68,3.73,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,439,1942,506,4638,84,1019,6,25,290,227,19,139
41005022301,Oregon,Clackamas County,0,3867,1411,0,24,0.62,0,0,0,12.6,83750,0,0,0,NA,NA,1770,45.77,304,7.85,389,10.05,258,6.68,1660,42.93,4,0.10,21,0.55,2,0.05,25,0.65,57,1.49,68,1.75,14,1.01,90,6.41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1032,970,445,3614,21,46,15,44,127,186,44,216
41005022302,Oregon,Clackamas County,0,5274,1985,0,7,0.13,0,0,0,8.4,106645,0,0,0,NA,NA,2432,46.11,517,9.81,493,9.35,416,7.88,2283,43.30,5,0.09,32,0.60,5,0.09,15,0.29,92,1.75,116,2.20,18,0.91,89,4.47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1340,1244,751,4842,14,119,12,40,247,294,66,197
41005022400,Oregon,Clackamas County,1,3968,1734,0,84,2.12,0,1,0,9.9,73347,0,0,0,0,0,0,0.01,0,0.00,0,0.00,0,0.00,0,0.01,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,965,859,459,3679,20,37,10,42,180,209,259,266
41005022500,Oregon,Clackamas County,1,7756,3037,0,144,1.86,0,1,0,13.9,72382,1,1,0,1054,183,1054,13.59,183,2.36,235,3.03,160,2.06,992,12.79,1,0.02,9,0.12,0,0.00,6,0.08,46,0.59,68,0.87,29,0.95,93,3.06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2094,1843,973,7060,38,74,19,84,481,617,160,671
41005022602,Oregon,Clackamas County,1,4171,1543,0,8,0.19,0,0,0,4.0,100722,1,1,0,4171,366,4171,100.00,366,8.77,964,23.11,588,14.10,3886,93.17,11,0.26,87,2.09,4,0.10,29,0.70,154,3.69,156,3.74,7,0.42,80,5.18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,371,964,588,3886,11,87,4,29,154,156,8,86
41005022603,Oregon,Clackamas County,1,3239,1127,0,0,0.00,0,0,0,6.9,71848,1,1,0,958,289,958,29.57,289,8.91,242,7.47,127,3.91,877,27.07,3,0.10,17,0.52,1,0.04,7,0.20,53,1.63,71,2.20,13,1.17,54,4.82,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1219,1013,311,2876,22,59,5,27,250,468,54,223
41005022605,Oregon,Clackamas County,1,7363,2660,0,417,5.66,0,0,0,5.7,86735,0,0,0,118,13,118,1.61,13,0.18,26,0.35,21,0.29,112,1.51,1,0.01,1,0.02,0,0.00,2,0.03,3,0.04,2,0.03,2,0.07,5,0.19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1378,1762,829,6683,60,142,13,67,398,536,162,309
41005022606,Oregon,Clackamas County,1,4342,1566,0,11,0.25,0,0,0,7.0,89655,1,1,0,2813,372,2813,64.78,372,8.58,749,17.25,339,7.80,2600,59.87,26,0.59,66,1.52,0,0.00,11,0.26,110,2.53,130,3.00,0,0.00,60,3.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,659,1145,527,4019,28,91,0,19,185,215,0,111
41005022702,Oregon,Clackamas County,0,6685,2449,0,0,0.00,0,0,0,2.9,144667,0,0,0,NA,NA,5888,88.08,744,11.13,1545,23.11,679,10.15,5369,80.31,33,0.49,245,3.67,5,0.07,24,0.36,212,3.18,167,2.49,51,2.06,110,4.49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,796,1711,765,6054,40,290,6,30,265,216,56,143
41005022707,Oregon,Clackamas County,1,3835,1585,0,10,0.26,0,0,0,7.7,107393,1,1,0,1957,323,1957,51.02,323,8.42,445,11.60,182,4.74,1706,44.49,14,0.37,94,2.45,15,0.39,6,0.17,121,3.16,107,2.78,51,3.23,73,4.58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1076,1001,355,3331,28,150,21,30,275,341,163,202
41005022708,Oregon,Clackamas County,1,4175,1456,0,0,0.00,0,0,0,8.7,124046,1,1,0,1390,128,1390,33.29,128,3.06,288,6.90,222,5.33,1326,31.75,1,0.03,12,0.30,7,0.17,14,0.34,29,0.70,47,1.12,14,0.93,46,3.17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,752,1248,346,3543,25,82,32,36,457,795,84,131
41005022710,Oregon,Clackamas County,1,2570,1114,0,0,0.00,0,0,0,16.7,85161,0,0,0,104,31,104,4.04,31,1.19,38,1.47,10,0.38,88,3.44,0,0.01,4,0.14,1,0.04,0,0.01,10,0.40,10,0.39,3,0.27,2,0.21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,796,651,255,2085,26,163,12,29,255,353,92,72
41005022800,Oregon,Clackamas County,0,3977,2040,0,51,1.28,0,0,0,3.3,103092,0,0,0,NA,NA,2278,57.27,319,8.01,270,6.80,849,21.35,2177,54.73,4,0.10,24,0.60,1,0.02,12,0.29,61,1.53,84,2.12,29,1.42,32,1.58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,620,399,1694,3795,8,39,2,20,113,154,67,60
41005022901,Oregon,Clackamas County,0,3481,1219,0,4,0.11,0,0,0,8.1,116915,0,0,0,NA,NA,1696,48.72,307,8.83,474,13.62,213,6.12,1577,45.31,8,0.24,26,0.74,1,0.04,18,0.50,66,1.89,57,1.63,30,2.44,32,2.62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,679,962,418,3182,18,63,2,38,178,203,70,75
41005022904,Oregon,Clackamas County,1,3611,1276,0,37,1.02,0,0,1,18.0,61696,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1270,1083,407,2910,24,39,11,52,575,766,95,328
41005022905,Oregon,Clackamas County,1,4092,1491,0,0,0.00,0,0,0,3.3,101629,0,0,0,372,21,372,9.10,21,0.51,52,1.26,99,2.42,366,8.95,1,0.03,2,0.05,0,0.00,0,0.00,3,0.07,14,0.34,5,0.30,12,0.82,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,576,1021,656,3596,20,63,2,52,359,514,30,123
41005022906,Oregon,Clackamas County,1,2950,1239,0,54,1.83,0,0,1,5.6,64405,0,0,0,3,1,3,0.09,1,0.02,1,0.03,0,0.01,3,0.09,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.01,0,0.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,779,636,773,2591,4,17,3,32,303,399,55,167
41005022907,Oregon,Clackamas County,1,4227,1368,0,3,0.07,0,0,1,16.0,56136,0,0,0,18,6,18,0.44,6,0.14,5,0.13,1,0.03,15,0.36,0,0.00,1,0.01,0,0.00,0,0.01,2,0.05,2,0.05,1,0.05,2,0.11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1787,1382,380,2896,35,17,13,44,1222,1646,128,372
41005023001,Oregon,Clackamas County,0,3472,1238,0,0,0.00,0,0,0,5.6,100288,0,0,0,NA,NA,3172,91.36,543,15.63,701,20.20,435,12.52,2970,85.54,19,0.54,26,0.75,1,0.03,37,1.06,119,3.44,96,2.77,40,3.20,85,6.84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,596,768,467,3249,22,29,1,37,134,111,43,94
41005023002,Oregon,Clackamas County,0,3570,1325,0,37,1.04,0,0,0,7.3,92143,0,0,0,NA,NA,3560,99.71,663,18.58,742,20.80,517,14.47,3336,93.43,11,0.31,30,0.83,5,0.14,32,0.90,147,4.11,155,4.35,39,2.94,162,12.26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,782,745,518,3345,11,30,5,32,147,156,42,177
41005023100,Oregon,Clackamas County,0,6127,2261,0,0,0.00,0,0,0,6.2,100469,0,0,0,NA,NA,6127,100.00,887,14.48,1252,20.43,915,14.93,5741,93.70,25,0.41,126,2.06,12,0.20,26,0.42,197,3.22,172,2.81,50,2.19,88,3.90,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,859,1252,915,5741,25,126,12,26,197,172,55,92
41005023201,Oregon,Clackamas County,1,4283,1490,0,22,0.51,0,0,0,6.7,119036,1,1,0,2831,576,2831,66.09,576,13.46,595,13.89,466,10.89,2671,62.37,14,0.32,35,0.83,5,0.13,14,0.34,91,2.12,114,2.67,12,0.79,80,5.40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,800,931,695,4026,17,71,7,27,135,157,12,125
41005023202,Oregon,Clackamas County,0,6487,2271,0,8,0.12,0,0,0,4.7,101412,0,0,0,NA,NA,4802,74.02,649,10.00,1336,20.60,441,6.79,4213,64.95,43,0.66,286,4.40,13,0.21,26,0.40,220,3.39,280,4.32,43,1.87,127,5.60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1066,1717,718,5792,48,318,15,33,281,334,61,200
41005023300,Oregon,Clackamas County,1,4931,1792,0,3,0.06,0,0,0,4.2,111089,1,1,0,4931,743,4931,100.00,743,15.06,1047,21.23,887,17.99,4560,92.48,22,0.45,112,2.27,1,0.02,36,0.73,200,4.06,229,4.64,14,0.77,78,4.38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,775,1047,887,4560,22,112,1,36,200,229,15,81
41005023401,Oregon,Clackamas County,0,4416,1656,0,0,0.00,0,0,0,11.5,88430,0,0,0,NA,NA,4119,93.26,1014,22.96,801,18.13,686,15.52,3636,82.33,8,0.19,76,1.71,4,0.09,52,1.17,343,7.77,411,9.32,18,1.08,177,10.67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1300,854,737,3919,9,80,4,54,350,425,20,207
41005023403,Oregon,Clackamas County,1,4931,1839,0,0,0.00,0,0,0,10.1,72108,1,1,0,3486,908,3486,70.70,908,18.42,1017,20.63,361,7.32,3178,64.45,17,0.34,47,0.96,4,0.08,39,0.80,201,4.07,210,4.27,58,3.16,225,12.21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1467,1414,466,4497,22,72,11,53,276,325,87,336
41005023404,Oregon,Clackamas County,0,5685,2159,0,14,0.25,0,0,0,9.1,74413,0,0,0,NA,NA,1744,30.68,628,11.05,458,8.06,261,4.59,1619,28.47,3,0.05,13,0.23,2,0.03,26,0.45,82,1.44,96,1.70,55,2.55,110,5.12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1807,1509,750,5259,16,53,8,82,267,366,120,391
41005023500,Oregon,Clackamas County,0,5785,2109,0,11,0.19,0,0,0,6.4,75164,0,0,0,NA,NA,5785,100.00,1455,25.16,1263,21.83,785,13.57,5243,90.63,14,0.24,73,1.26,3,0.05,70,1.21,382,6.60,392,6.78,15,0.70,326,15.45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1388,1263,785,5243,14,73,3,70,382,392,17,317
41005023600,Oregon,Clackamas County,0,3840,1439,0,0,0.00,0,0,0,13.2,76801,0,0,0,NA,NA,3483,90.70,668,17.40,672,17.49,564,14.69,3293,85.76,7,0.19,27,0.70,3,0.08,20,0.52,132,3.44,114,2.97,9,0.62,153,10.65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,755,742,607,3599,10,35,3,28,165,158,12,165
41005023700,Oregon,Clackamas County,0,4637,1702,0,4,0.09,0,0,0,9.8,90833,0,0,0,NA,NA,4637,100.00,1170,25.22,982,21.18,638,13.76,4385,94.57,16,0.35,35,0.75,2,0.04,44,0.95,155,3.34,131,2.83,40,2.38,173,10.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1324,982,638,4385,16,35,2,44,155,131,42,180
41005023800,Oregon,Clackamas County,0,6414,2249,0,0,0.00,0,0,0,3.3,85990,0,0,0,NA,NA,6163,96.09,1066,16.62,1397,21.78,1009,15.73,5615,87.54,16,0.25,69,1.07,13,0.20,54,0.84,397,6.19,577,8.99,25,1.10,203,9.03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1139,1447,1061,5842,17,70,13,58,414,593,27,216
41005023901,Oregon,Clackamas County,1,5065,1766,0,53,1.05,0,0,0,10.5,82083,1,1,0,2497,466,2497,49.29,466,9.21,771,15.22,287,5.67,2217,43.77,13,0.27,25,0.49,10,0.19,27,0.54,205,4.05,344,6.79,23,1.31,81,4.60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,999,1577,502,4493,27,48,18,48,431,668,48,169
41005023902,Oregon,Clackamas County,1,4832,1741,0,0,0.00,1,1,1,17.2,59421,1,1,0,4525,2065,4525,93.64,2065,42.75,1264,26.15,491,10.17,3901,80.74,24,0.50,33,0.69,3,0.07,50,1.03,513,10.62,634,13.13,103,5.92,355,20.40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2578,1346,517,4162,24,34,4,51,557,687,112,414
41005024000,Oregon,Clackamas County,0,2844,989,0,0,0.00,0,0,0,4.5,70833,0,0,0,84,7,2844,100.00,424,14.90,708,24.89,370,13.01,2732,96.06,6,0.21,10,0.35,2,0.07,15,0.53,79,2.78,107,3.76,25,2.49,143,14.49,84,2.96,7,0.26,16,0.55,14,0.48,83,2.92,1,0.04,0,0.00,0,0.00,0,0.00,0,0.01,0,0.00,1,0.10,5,0.49,381,708,370,2732,6,10,2,15,79,107,24,140
41005024100,Oregon,Clackamas County,0,4968,1782,0,0,0.00,0,0,0,10.6,83750,0,0,0,44,7,4968,100.00,1056,21.26,1146,23.07,634,12.76,4757,95.75,11,0.22,18,0.36,3,0.06,38,0.76,141,2.84,151,3.04,18,1.02,152,8.51,44,0.88,7,0.14,8,0.15,16,0.32,44,0.88,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,2,0.04,0,0.00,1,0.08,1085,1146,634,4757,11,18,3,38,141,151,19,152
41005024200,Oregon,Clackamas County,0,5529,2105,0,9,0.16,0,0,0,7.4,77330,0,0,0,5,1,2484,44.92,634,11.47,505,9.14,371,6.71,2329,42.13,7,0.13,20,0.37,1,0.02,26,0.48,100,1.80,81,1.47,11,0.51,151,7.19,5,0.08,1,0.02,2,0.03,0,0.00,5,0.08,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.01,1561,1284,774,5139,29,52,7,49,253,300,72,398
41005024302,Oregon,Clackamas County,0,4959,1907,0,0,0.00,0,1,0,10.5,85739,0,0,0,NA,NA,4955,99.92,1290,26.02,1068,21.53,648,13.07,4550,91.75,18,0.36,24,0.48,4,0.08,37,0.75,322,6.49,417,8.41,143,7.48,135,7.09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1260,1068,649,4554,18,24,4,37,322,417,145,139
41005024303,Oregon,Clackamas County,1,3191,1364,0,11,0.34,1,0,1,6.5,68264,1,1,0,1523,308,1523,47.72,308,9.64,316,9.90,160,5.02,1415,44.35,3,0.09,12,0.37,2,0.06,25,0.77,66,2.07,63,1.96,14,1.00,45,3.29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,617,606,492,2941,4,18,2,53,173,211,31,81
41005024304,Oregon,Clackamas County,0,2450,1074,0,10,0.41,0,0,0,14.4,89261,0,0,0,199,59,2378,97.05,669,27.29,429,17.51,335,13.67,2239,91.41,0,0.00,23,0.93,4,0.16,14,0.57,97,3.98,108,4.39,60,5.58,171,15.92,199,8.13,59,2.43,29,1.20,24,0.98,188,7.68,0,0.00,1,0.04,0,0.00,2,0.08,8,0.33,11,0.43,15,1.39,17,1.60,635,437,347,2307,1,24,4,14,100,112,46,162
41005024400,Oregon,Clackamas County,1,6400,2667,0,6,0.09,0,0,0,13.6,68682,1,1,0,1057,214,1057,16.52,214,3.35,322,5.04,62,0.97,912,14.26,16,0.26,62,0.96,4,0.07,3,0.05,59,0.92,87,1.35,11,0.41,39,1.48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1900,1676,481,5385,74,311,25,51,554,786,147,357
41005980000,Oregon,Clackamas County,0,297,36,1,233,78.45,1,0,1,42.7,NA,1,0,1,278,197,297,100.00,210,70.67,50,16.84,7,2.36,208,70.03,22,7.41,3,1.01,15,5.05,11,3.70,38,12.79,32,10.77,0,0.00,0,0.00,278,93.75,197,66.25,50,16.84,5,1.76,189,63.78,22,7.41,3,1.01,15,5.05,11,3.70,38,12.79,32,10.77,0,0.00,0,0.00,53,50,7,208,22,3,15,11,38,32,0,0
41007950100,Oregon,Clatsop County,1,3126,1356,0,7,0.22,0,0,0,14.7,69714,0,0,0,5,2,5,0.14,2,0.07,1,0.04,0,0.00,3,0.11,0,0.00,0,0.00,0,0.00,0,0.00,1,0.03,1,0.05,0,0.01,0,0.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1382,713,465,2713,13,62,2,45,291,396,92,226
41007950200,Oregon,Clatsop County,1,3663,1769,0,188,5.13,0,1,0,11.3,74464,0,0,0,239,51,239,6.53,51,1.39,59,1.60,73,1.99,231,6.31,2,0.06,1,0.02,0,0.00,1,0.04,4,0.10,2,0.06,29,1.62,17,0.97,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,940,609,734,3415,23,57,2,23,143,162,284,265
41007950300,Oregon,Clatsop County,0,3039,1183,0,362,11.91,0,0,1,14.6,57500,0,0,0,NA,NA,1281,42.15,614,20.19,324,10.65,90,2.96,989,32.56,39,1.27,23,0.75,18,0.59,34,1.10,179,5.87,279,9.19,32,2.67,90,7.64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1267,645,425,2575,47,60,22,45,290,418,125,291
41007950400,Oregon,Clatsop County,0,3492,1369,0,1,0.03,0,0,0,3.8,84856,0,0,0,249,81,3492,100.00,835,23.91,718,20.56,510,14.60,3290,94.22,13,0.37,25,0.72,6,0.17,42,1.20,116,3.32,108,3.09,9,0.66,149,10.91,249,7.13,81,2.33,55,1.57,31,0.89,230,6.60,4,0.12,1,0.02,0,0.00,7,0.19,7,0.20,7,0.20,0,0.03,10,0.72,969,718,510,3290,13,25,6,42,116,108,9,155
